short_name,long_name,overall,nationality_name,shooting,passing,defending
Anderson Talisca,Anderson Souza Conceição,83,Brazil,82.0,81.0,59.0
A. Rabiot,Adrien Rabiot,83,France,74.0,79.0,77.0
Q. Promes,Quincy Anton Promes,83,Netherlands,83.0,78.0,36.0
Lucas Vázquez,Lucas Vázquez Iglesias,83,Spain,73.0,82.0,51.0
Yuri Berchiche,Yuri Berchiche Izeta,83,Spain,68.0,76.0,80.0
O. Baumann,Oliver Baumann,83,Germany,,,
N. Keïta,Naby Keïta,83,Guinea,73.0,78.0,64.0
Marcos Alonso,Marcos Alonso Mendoza,83,Spain,73.0,80.0,80.0
Josué Chiamulera,Josué Durval Chiamulera Vaz,83,Brazil,43.0,56.0,85.0
Louri Beretta,Lourival Adnan Beretta Barbosa,83,Brazil,84.0,62.0,33.0
Vitolo,Víctor Machín Pérez,83,Spain,77.0,79.0,28.0
M. Musacchio,Mateo Pablo Musacchio,83,Argentina,51.0,67.0,84.0
S. N'Zonzi,Steven N'Kemboanza Mike Christopher Nzonzi,83,France,67.0,73.0,80.0
João Mário,João Mário Naval da Costa Eduardo,83,Portugal,70.0,80.0,69.0
G. Rulli,Gerónimo Rulli,83,Argentina,,,
E. Forsberg,Emil Peter Forsberg,83,Sweden,74.0,83.0,30.0
A. Belotti,Andrea Belotti,83,Italy,81.0,57.0,29.0
Gayà,José Luís Gayà Peña,83,Spain,61.0,77.0,79.0
T. Strakosha,Thomas Strakosha,83,Albania,,,
F. Muslera,Néstor Fernando Muslera Micol,83,Uruguay,,,
A. Candreva,Antonio Candreva,83,Italy,80.0,82.0,45.0
Borja Valero,Borja Valero Iglesias,83,Spain,69.0,85.0,63.0
L. Biglia,Lucas Rodrigo Biglia,83,Argentina,63.0,81.0,75.0
A. Romagnoli,Alessio Romagnoli,83,Italy,40.0,56.0,85.0
Nani,Luís Carlos Almeida da Cunha,83,Portugal,79.0,81.0,24.0
Diego López,Diego López Rodríguez,83,Spain,,,
Rafa,Rafael Alexandre Fernandes Ferreira da Silva,83,Portugal,73.0,74.0,50.0
Diego Carlos,Diego Carlos Santos Silva,83,Brazil,47.0,63.0,82.0
M. Dúbravka,Martin Dúbravka,83,Slovakia,,,
D. van de Beek,Donny van de Beek,83,Netherlands,80.0,78.0,72.0
J. Gomez,Joe Gomez,83,England,30.0,66.0,83.0
Nélson Semedo,Nélson Cabral Semedo,83,Portugal,57.0,69.0,77.0
D. Zakaria,Denis Lemi Zakaria Lako Lado,83,Switzerland,64.0,75.0,81.0
A. Wan-Bissaka,Aaron Wan-Bissaka,83,England,51.0,68.0,80.0
Adrien Silva,Adrien Sebastian Perruchet Silva,83,Portugal,76.0,82.0,78.0
S. Giovinco,Sebastian Giovinco,83,Italy,81.0,79.0,27.0
Portu,Cristian Portugués Manzanera,83,Spain,79.0,81.0,59.0
J. Farfán,Jefferson Agustín Farfán Guadalupe,83,Peru,77.0,80.0,37.0
C. Vela,Carlos Alberto Vela Garrido,83,Mexico,79.0,75.0,31.0
Aitor,Aitor Fernández Abarisketa,83,Spain,,,
W. Zaha,Wilfried Zaha,83,Côte d'Ivoire,77.0,72.0,34.0
C. Aránguiz,Charles Mariano Aránguiz Sandoval,83,Chile,72.0,82.0,78.0
T. Hazard,Thorgan Ganael Francis Hazard,83,Belgium,77.0,81.0,52.0
Juan Bernat,Juan Bernat Velasco,83,Spain,64.0,79.0,76.0
Victor Valdés,Víctor Valdés Arribas,83,Spain,,,
Negredo,Álvaro Negredo Sánchez,83,Spain,84.0,68.0,39.0
P. Zabaleta,Pablo Javier Zabaleta Girod,83,Argentina,52.0,74.0,83.0
S. Aurier,Serge Alain Stéphane Aurier,83,Côte d'Ivoire,66.0,73.0,80.0
L. Spinazzola,Leonardo Spinazzola,83,Italy,64.0,73.0,78.0
L. Ocampos,Lucas Ariel Ocampos,83,Argentina,84.0,78.0,63.0
L. Perrin,Loïc Perrin,83,France,61.0,69.0,86.0
A. Valencia,Luis Antonio Valencia Mosquera,83,Ecuador,66.0,75.0,78.0
Ł. Piszczek,Łukasz Piszczek,83,Poland,69.0,76.0,81.0
Nolito,Manuel Agudo Durán,83,Spain,79.0,79.0,39.0
G. Medel,Gary Alexis Medel Soto,83,Chile,48.0,68.0,81.0
Y. Konoplyanka,Yevhen Konoplyanka,83,Ukraine,79.0,81.0,33.0
K. Bellarabi,Karim Bellarabi,83,Germany,77.0,75.0,33.0
Renato Augusto,Renato Soares de Oliveira Augusto,83,Brazil,79.0,82.0,72.0
A. Kramarić,Andrej Kramarić,83,Croatia,86.0,77.0,30.0
S. Coates,Sebastián Coates Nión,83,Uruguay,49.0,55.0,84.0
N. Vidić,Nemanja Vidić,83,Serbia,33.0,51.0,85.0
I. Slimani,Islam Slimani,83,Algeria,79.0,66.0,47.0
A. Milik,Arkadiusz Krystian Milik,83,Poland,85.0,64.0,39.0
A. Consigli,Andrea Consigli,83,Italy,,,
G. Bonaventura,Giacomo Bonaventura,83,Italy,79.0,82.0,67.0
Juanfran,Juan Francisco Torres Belén,83,Spain,58.0,74.0,79.0
M. Rojo,Faustino Marcos Alberto Rojo,83,Argentina,60.0,69.0,81.0
P. Mertesacker,Per Mertesacker,83,Germany,41.0,57.0,88.0
J. Mathieu,Jérémy Mathieu,83,France,64.0,66.0,84.0
Fabián,Fabián Ruiz Peña,83,Spain,78.0,78.0,74.0
Pau López,Pau López Sabata,83,Spain,,,
D. Djené,Djené Dakonam Ortega,83,Togo,37.0,61.0,84.0
L. Jović,Luka Jović,83,Serbia,82.0,68.0,29.0
S. Lichtsteiner,Stephan Lichtsteiner,83,Switzerland,59.0,73.0,79.0
V. Enyeama,Vincent Enyeama,83,Nigeria,,,
G. Rodríguez,Gonzalo Javier Rodríguez,83,Argentina,47.0,62.0,85.0
Júlio César,Júlio César Soares de Espíndola,83,Brazil,,,
J. Toulalan,Jérémy Toulalan,83,France,49.0,74.0,78.0
L. Baines,Leighton Baines,83,England,75.0,81.0,81.0
A. Williams,Ashley Williams,83,Wales,43.0,56.0,82.0
K. Gameiro,Kévin Gameiro,83,France,83.0,75.0,35.0
O. Giroud,Olivier Giroud,83,France,82.0,70.0,38.0
A. Lallana,Adam David Lallana,83,England,75.0,80.0,65.0
A. Modeste,Anthony Modeste,83,France,82.0,64.0,33.0
A. Begović,Asmir Begović,83,Bosnia and Herzegovina,,,
Diego Alves,Diego Alves Carreira,83,Brazil,,,
Pablo Sarabia,Pablo Sarabia García,83,Spain,76.0,82.0,55.0
José Fonte,José Miguel da Rocha Fonte,83,Portugal,35.0,52.0,84.0
J. Hernández,Javier Hernández Balcázar,83,Mexico,81.0,66.0,31.0
M. Kruse,Max Bennet Kruse,83,Germany,82.0,83.0,45.0
J. Cillessen,Jasper Cillessen,83,Netherlands,,,
Gabriel Paulista,Gabriel Armando de Abreu,83,Brazil,49.0,71.0,84.0
D. Blind,Daley Blind,83,Netherlands,65.0,81.0,83.0
Bartra,Marc Bartra Aregall,83,Spain,61.0,73.0,82.0
M. Arnautović,Marko Arnautović,83,Austria,82.0,79.0,44.0
J. Tah,Jonathan Tah,83,Germany,27.0,58.0,83.0
Willian José,Willian José da Silva,83,Brazil,83.0,66.0,40.0
E. Viviano,Emiliano Viviano,83,Italy,,,
Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes,83,Portugal,79.0,76.0,36.0
Malcom,Malcom Filipe Silva de Oliveira,83,Brazil,79.0,81.0,27.0
Samu Castillejo,Samuel Castillejo Azuaga,83,Spain,75.0,81.0,43.0
Manu Trigueros,Manuel Trigueros Muñoz,83,Spain,74.0,81.0,70.0
Jonathan Viera,Jonathan Viera Ramos,83,Spain,75.0,82.0,53.0
R. Weidenfeller,Roman Weidenfeller,83,Germany,,,
R. Rodriguez,Ricardo Iván Rodríguez Araya,83,Switzerland,68.0,82.0,84.0
F. Fazio,Federico Julián Fazio,83,Argentina,41.0,54.0,85.0
L. Diarra,Lassana Diarra,83,France,53.0,73.0,81.0
Danny,Daniel Miguel Alves Gomes,83,Portugal,73.0,80.0,33.0
Y. Konoplyanka,Yevgen Konoplyanka,83,Ukraine,79.0,81.0,33.0
W. Weghorst,Wout Weghorst,83,Netherlands,83.0,59.0,52.0
M. Akanji,Manuel Obafemi Akanji,83,Switzerland,45.0,68.0,83.0
N. Pope,Nick Pope,83,England,,,
G. Lo Celso,Giovani Lo Celso,83,Argentina,78.0,82.0,65.0
N. Pépé,Nicolas Pépé,83,Côte d'Ivoire,81.0,75.0,33.0
G. Sigurðsson,Gylfi Þór Sigurðsson,83,Iceland,81.0,84.0,57.0
F. Quagliarella,Fabio Quagliarella,83,Italy,89.0,75.0,30.0
F. Bernardeschi,Federico Bernardeschi,83,Italy,75.0,81.0,60.0
Borja Iglesias,Borja Iglesias Quintas,83,Spain,83.0,63.0,35.0
Paco Alcácer,Francisco Alcácer García,83,Spain,84.0,68.0,36.0
S. Haller,Sébastien Haller,83,France,81.0,62.0,51.0
A. Kolarov,Aleksandar Kolarov,83,Serbia,74.0,81.0,82.0
K. Volland,Kevin Volland,83,Germany,85.0,79.0,42.0
M. Schneiderlin,Morgan Schneiderlin,83,France,62.0,76.0,79.0
S. Bergwijn,Steven Charles Bergwijn,83,Netherlands,79.0,78.0,39.0
I. Akinfeev,Igor Akinfeev,83,Russia,,,
B. Saka,Bukayo Saka,83,England,74.0,78.0,65.0
Bruno Guimarães,Bruno Guimarães Rodriguez Moura,83,Brazil,68.0,80.0,78.0
R. Araujo,Ronald Federico Araújo da Silva,83,Uruguay,51.0,65.0,83.0
J. Musiala,Jamal Musiala,83,Germany,74.0,75.0,63.0
Carlos Soler,Carlos Soler Barragán,83,Spain,77.0,83.0,71.0
Bremer,Gleison Bremer Silva Nascimento,83,Brazil,50.0,56.0,85.0
Pau Torres,Pau Francisco Torres,83,Spain,38.0,67.0,84.0
A. Tchouaméni,Aurélien Tchouaméni,83,France,70.0,79.0,81.0
C. Gakpo,Cody Mathès Gakpo,83,Netherlands,82.0,77.0,41.0
C. Romero,Cristian Gabriel Romero,83,Argentina,46.0,57.0,85.0
V. Osimhen,Victor James Osimhen,83,Nigeria,82.0,65.0,40.0
Raúl de Tomás,Raúl De Tomás Gómez,83,Spain,84.0,77.0,40.0
P. Zieliński,Piotr Sebastian Zieliński,83,Poland,77.0,81.0,70.0
K. Laimer,Konrad Laimer,83,Austria,68.0,78.0,81.0
Unai Simón,Unai Simón Mendibil,83,Spain,,,
D. Upamecano,Dayotchanculle Oswald Upamecano,83,France,43.0,62.0,82.0
D. Kamada,鎌田 大地,83,Japan,74.0,82.0,46.0
H. Herrera,Héctor Miguel Herrera López,82,Mexico,75.0,75.0,78.0
Ł. Fabiański,Łukasz Fabiański,82,Poland,,,
Jardel,Jardel Nivaldo Vieira,82,Brazil,42.0,54.0,83.0
A. Guardado,José Andrés Guardado Hernández,82,Mexico,68.0,82.0,73.0
V. Ćorluka,Vedran Ćorluka,82,Croatia,49.0,67.0,81.0
M. Parolo,Marco Parolo,82,Italy,76.0,76.0,79.0
B. Lecomte,Benjamin Lecomte,82,France,,,
C. Bakambu,Cédric Bakambu,82,Congo DR,81.0,72.0,35.0
David Villa,David Villa Sánchez,82,Spain,83.0,74.0,31.0
Taison,Taison Barcellos Freda,82,Brazil,79.0,75.0,47.0
A. Yarmolenko,Andriy Yarmolenko,82,Ukraine,78.0,81.0,37.0
Marlos,Marlos Romero Bonfim,82,Ukraine,78.0,79.0,48.0
L. Fejsa,Ljubomir Fejsa,82,Serbia,57.0,66.0,81.0
L. Stindl,Lars Edi Stindl,82,Germany,84.0,79.0,65.0
V. Wanyama,Victor Wanyama,82,Kenya,66.0,70.0,82.0
B. Ivanović,Branislav Ivanović,82,Serbia,61.0,68.0,82.0
G. Castro,Gonzalo Castro Randon,82,Germany,72.0,83.0,71.0
M. Gómez,Mario Gómez García,82,Germany,81.0,62.0,28.0
Mário Fernandes,Mário Figueira Fernandes,82,Russia,60.0,73.0,81.0
X. Shaqiri,Xherdan Shaqiri,82,Switzerland,77.0,81.0,46.0
T. Delaney,Thomas Joseph Delaney,82,Denmark,73.0,75.0,83.0
Iborra,Vicente Iborra de la Fuente,82,Spain,73.0,73.0,83.0
Rafinha,Rafael Alcântara do Nascimento,82,Brazil,76.0,79.0,69.0
S. Sané,Salif Sané,82,Senegal,49.0,65.0,83.0
T. Meunier,Thomas Meunier,82,Belgium,76.0,77.0,78.0
Víctor Ruíz,Víctor Ruíz Torre,82,Spain,42.0,64.0,83.0
Raffael,Raffael Caetano de Araújo,82,Brazil,79.0,80.0,41.0
J. Sildero,José María Sildero,82,Uruguay,77.0,81.0,40.0
Raphaelito Anjos,Raphael William Anjos Rochedo,82,Brazil,,,
Juiano Mestres,Juan Everton Mestres de Mesquita,82,Brazil,61.0,57.0,82.0
Rosberto Dourado,Rosberto J. Dourado Santos,82,Brazil,57.0,74.0,82.0
E. Schetino,Egidio Maestre Schetino,82,Uruguay,43.0,56.0,83.0
L. Torreira,Lucas Torreira Di Pascua,82,Uruguay,62.0,78.0,81.0
A. Areola,Alphonse Areola,82,France,,,
Iñaki Williams,Iñaki Williams Arthuer,82,Spain,80.0,72.0,39.0
M. Politano,Matteo Politano,82,Italy,77.0,78.0,42.0
David Soria,David Soria Solís,82,Spain,,,
Sergio Rico,Sergio Rico González,82,Spain,,,
J. Martínez,Josef Alexander Martínez Mencia,82,Venezuela,80.0,61.0,25.0
K. Demirbay,Kerem Demirbay,82,Germany,74.0,82.0,59.0
D. Rugani,Daniele Rugani,82,Italy,39.0,53.0,85.0
A. Florenzi,Alessandro Florenzi,82,Italy,77.0,76.0,77.0
J. Lingard,Jesse Lingard,82,England,78.0,76.0,56.0
F. Vázquez,Franco Damián Vázquez,82,Argentina,77.0,80.0,47.0
H. Lozano,Hirving Rodrigo Lozano Bahena,82,Mexico,76.0,73.0,41.0
Pacheco,Fernando Pacheco Flores,82,Spain,,,
Deulofeu,Gerard Deulofeu Lázaro,82,Spain,70.0,75.0,26.0
S. Zaza,Simone Zaza,82,Italy,81.0,61.0,44.0
Iñigo Martínez,Íñigo Martínez Berridi,82,Spain,56.0,63.0,82.0
E. Dier,Eric Dier,82,England,63.0,71.0,81.0
E. Can,Emre Can,82,Germany,71.0,77.0,81.0
M. Dembélé,Moussa Dembélé,82,France,79.0,62.0,30.0
L. Bailey,Leon Bailey Butler,82,Jamaica,77.0,75.0,23.0
Gelson Martins,Gelson Dany Batalha Martins,82,Portugal,69.0,75.0,44.0
J. Seri,Jean Michaël Seri,82,Côte d'Ivoire,71.0,82.0,73.0
K. Baldé Diao,Keita Baldé Diao,82,Senegal,76.0,72.0,29.0
A. Christensen,Andreas Bødtker Christensen,82,Denmark,31.0,63.0,84.0
Beñat,Beñat Etxebarria Urkiaga,82,Spain,75.0,84.0,66.0
O. Karnezis,Orestis Spyridon Karnezis,82,Greece,,,
B. Costil,Benoît Costil,82,France,,,
D. Rose,Danny Rose,82,England,63.0,73.0,81.0
Marlos,Marlos Romero Bonfim,82,Brazil,76.0,78.0,48.0
Richarlison,Richarlison de Andrade,82,Brazil,78.0,73.0,53.0
D. Dumfries,Denzel Justus Morris Dumfries,82,Netherlands,61.0,66.0,78.0
A. Isak,Alexander Isak,82,Sweden,82.0,68.0,29.0
F. Neuhaus,Florian Christian Neuhaus,82,Germany,72.0,79.0,66.0
Y. En-Nesyri,Youssef En-Nesyri,82,Morocco,83.0,58.0,35.0
T. Ndombele,Tanguy Ndombèlé Alvaro,82,France,72.0,81.0,69.0
T. Souček,Tomáš Souček,82,Czech Republic,72.0,74.0,82.0
D. Livaković,Dominik Livaković,82,Croatia,,,
Dani Olmo,Daniel Olmo Carvajal,82,Spain,76.0,81.0,50.0
P. Gollini,Pierluigi Gollini,82,Italy,,,
A. Rebić,Ante Rebić,82,Croatia,83.0,75.0,48.0
M. Locatelli,Manuel Locatelli,82,Italy,72.0,79.0,79.0
C. Pulisic,Christian Pulisic,82,United States,70.0,73.0,37.0
Palhinha,João Maria Lobo Alves Palhinha Gonçalves,82,Portugal,65.0,70.0,85.0
Mario Hermoso,Mario Hermoso Canseco,82,Spain,49.0,72.0,83.0
N. Clyne,Nathaniel Edwin Clyne,82,England,61.0,71.0,80.0
J. Wilshere,Jack Wilshere,82,England,69.0,81.0,62.0
M. Sakho,Mamadou Sakho,82,France,33.0,62.0,81.0
F. Vázquez,Franco Damián Vázquez,82,Italy,77.0,79.0,43.0
Roque Mesa,Roque Mesa Quevedo,82,Spain,61.0,76.0,73.0
L. Karius,Loris Karius,82,Germany,,,
J. Butland,Jack Butland,82,England,,,
D. Klaassen,Davy Klaassen,82,Netherlands,80.0,74.0,67.0
L. Muriel,Luis Fernando Muriel Fruto,82,Colombia,83.0,74.0,27.0
Campaña,José Ángel Gómez Campaña,82,Spain,74.0,83.0,71.0
J. Veretout,Jordan Veretout,82,France,75.0,77.0,77.0
M. de Roon,Marten Elco de Roon,82,Netherlands,68.0,71.0,82.0
T. Bakayoko,Tiémoué Bakayoko,82,France,49.0,70.0,81.0
Dani García,Daniel García Carrillo,82,Spain,58.0,74.0,75.0
Fred,Frederico Rodrigues de Paula Santos,82,Brazil,74.0,77.0,75.0
M. Carrick,Michael Carrick,82,England,66.0,81.0,77.0
Marcano,Iván Marcano Sierra,82,Spain,46.0,60.0,84.0
O. Vlachodimos,Odisseas Vlachodimos,82,Greece,,,
D. Ings,Daniel William John Ings,82,England,85.0,68.0,45.0
A. Cragno,Alessio Cragno,82,Italy,,,
H. Aouar,Houssem Aouar,82,France,75.0,81.0,66.0
Reguilón,Sergio Reguilón Rodríguez,82,Spain,58.0,74.0,78.0
G. Kondogbia,Geoffrey Edwin Kondogbia,82,France,73.0,76.0,83.0
Joaquín,Joaquín Sánchez Rodríguez,82,Spain,77.0,83.0,41.0
A. Rami,Adil Rami,82,France,53.0,54.0,81.0
D. Wass,Daniel Wass,82,Denmark,76.0,82.0,72.0
S. Haller,Sébastien Haller,82,Côte d'Ivoire,80.0,62.0,52.0
Otávio,Otávio Edmilson da Silva Monteiro,82,Portugal,69.0,80.0,63.0
S. Berghuis,Steven Berghuis,82,Netherlands,82.0,83.0,38.0
Luisão,Ânderson Luís da Silva,82,Brazil,53.0,59.0,85.0
T. Motta,Thiago Motta,82,Italy,66.0,77.0,78.0
N. Mazraoui,Noussair Mazraoui,82,Morocco,66.0,76.0,76.0
R. Malinovskyi,Ruslan Malinovskyi,82,Ukraine,81.0,83.0,64.0
Antony,Antony Matheus dos Santos,82,Brazil,75.0,74.0,39.0
F. Wirtz,Florian Richard Wirtz,82,Germany,73.0,80.0,51.0
S. Coleman,Séamus Coleman,82,Republic of Ireland,68.0,72.0,81.0
Alex Teixeira,Alex Teixeira dos Santos,82,Brazil,76.0,76.0,67.0
C. Benteke,Christian Benteke Liolo,82,Belgium,81.0,65.0,33.0
Castán,Leandro Castán da Silva,82,Brazil,33.0,47.0,85.0
Alex,Alex Rodrigo Dias da Costa,82,Brazil,58.0,50.0,84.0
Diego,Diego Ribas da Cunha,82,Brazil,73.0,84.0,39.0
Gabi,Gabriel Fernández Arenas,82,Spain,72.0,80.0,75.0
Dante,Dante Bonfim da Costa Santos,82,Brazil,56.0,72.0,83.0
G. Rossi,Giuseppe Rossi,82,Italy,83.0,74.0,29.0
J. Błaszczykowski,Jakub Błaszczykowski,82,Poland,72.0,79.0,57.0
P. Evra,Patrice Evra,82,France,51.0,71.0,83.0
D. Ba,Demba Ba,82,Senegal,83.0,70.0,45.0
S. Jovetić,Stevan Jovetić,82,Montenegro,82.0,78.0,38.0
S. Doumbia,Seydou Doumbia,82,Côte d'Ivoire,82.0,68.0,38.0
K. Mirallas,Kevin Mirallas,82,Belgium,77.0,77.0,47.0
Kaká,Ricardo Izecson dos Santos Leite,82,Brazil,76.0,80.0,30.0
E. Lavezzi,Ezequiel Iván Lavezzi,82,Argentina,76.0,75.0,32.0
R. Palacio,Rodrigo Sebastián Palacio,82,Argentina,82.0,76.0,39.0
T. Howard,Timothy Matthew Howard,82,United States,,,
Lucas Paquetá,Lucas Tolentino Coelho de Lima,82,Brazil,77.0,80.0,70.0
G. Kondogbia,Geoffrey Edwin Kondogbia,82,Central African Republic,73.0,75.0,81.0
S. Feghouli,Sofiane Feghouli,82,Algeria,73.0,75.0,41.0
G. dos Santos,Giovani dos Santos Ramírez,82,Mexico,81.0,69.0,29.0
D. Lovren,Dejan Lovren,82,Croatia,40.0,59.0,82.0
T. Vaclík,Tomáš Vaclík,82,Czech Republic,,,
A. Marchesín,Agustín Federico Marchesín,82,Argentina,,,
N. Schulz,Nico Schulz,82,Germany,52.0,76.0,74.0
J. Roussillon,Jérôme Roussillon,82,France,65.0,76.0,78.0
L. de Jong,Luuk de Jong,82,Netherlands,79.0,71.0,51.0
S. El Shaarawy,Stephan El Shaarawy,82,Italy,78.0,71.0,42.0
Morales,José Luis Morales Nogales,82,Spain,81.0,76.0,58.0
B. Sagna,Bacary Sagna,82,France,53.0,66.0,83.0
A. Gignac,André-Pierre Christian Gignac,82,France,83.0,71.0,40.0
M. Krohn-Dehli,Michael Krohn-Dehli,82,Denmark,76.0,85.0,64.0
S. Bender,Sven Bender,82,Germany,54.0,65.0,84.0
F. Marchetti,Federico Marchetti,82,Italy,,,
Bojan,Bojan Krkíc Pérez,82,Spain,73.0,78.0,25.0
P. Jagielka,Phil Jagielka,82,England,46.0,58.0,83.0
M. Sportiello,Marco Sportiello,82,Italy,,,
Álex Remiro,Alejandro Remiro Gargallo,82,Spain,,,
G. Di Lorenzo,Giovanni Di Lorenzo,82,Italy,66.0,73.0,78.0
Borja Iglesias,Borja Iglesias Quintás,82,Spain,83.0,66.0,40.0
Aritz Elustondo,Aritz Elustondo Irribaria,82,Spain,39.0,65.0,82.0
I. Bennacer,Ismaël Bennacer,82,Algeria,68.0,80.0,77.0
Lucas Mantela,Lucas Luciano Mantela Patrício,82,Brazil,,,
T. Abraham,Tammy Bakumo-Abraham,82,England,80.0,66.0,36.0
Sergi Darder,Sergi Darder Moll,82,Spain,74.0,82.0,74.0
W. Orban,Vilmos Tamás Orban,82,Hungary,36.0,53.0,84.0
A. Ramsdale,Aaron Ramsdale,82,England,,,
A. Danjuma,Arnaut Danjuma Adam Groeneveld,82,Netherlands,81.0,75.0,42.0
N. Schlotterbeck,Nico Schlotterbeck,82,Germany,56.0,66.0,84.0
D. Núñez,Darwin Gabriel Núñez Ribeiro,82,Uruguay,82.0,68.0,42.0
Pedro Porro,Pedro Antonio Porro Sauceda,82,Spain,73.0,76.0,75.0
M. Taremi,Mehdi Taremi,82,Iran,80.0,76.0,38.0
Pedro Gonçalves,Pedro António Pereira Gonçalves,82,Portugal,81.0,80.0,58.0
L. Martínez,Lisandro Martínez,82,Argentina,60.0,77.0,83.0
A. Witsel,Axel Witsel,82,Belgium,74.0,77.0,73.0
G. Wijnaldum,Georginio Wijnaldum,82,Netherlands,75.0,76.0,66.0
M. Škrtel,Martin Škrtel,82,Slovakia,38.0,51.0,82.0
Hernanes,Anderson Hernanes de Carvalho Andrade,82,Brazil,81.0,83.0,62.0
N. Subotić,Neven Subotić,82,Serbia,57.0,58.0,83.0
F. Amorebielsa,Francisco Amorebielsa,82,Venezuela,47.0,56.0,81.0
S. Mignolet,Simon Luc Hildebert Mignolet,82,Belgium,,,
R. Adler,René Adler,82,Germany,,,
M. Halstenberg,Marcel Halstenberg,82,Germany,66.0,73.0,81.0
M. Gonalons,Maxime Gonalons,82,France,62.0,72.0,83.0
R. Eremenko,Roman Eremenko,82,Finland,77.0,83.0,54.0
V. Grifo,Vincenzo Grifo,82,Italy,79.0,81.0,40.0
G. Rodríguez,Guido Rodríguez,82,Argentina,58.0,71.0,84.0
J. Gvardiol,Joško Gvardiol,82,Croatia,54.0,69.0,82.0
Claudio Coíntra,Claudio Nuno Coíntra Calegari,82,Brazil,73.0,85.0,27.0
M. Sissoko,Moussa Sissoko,81,France,70.0,78.0,79.0
Renan Lodi,Renan Augusto Lodi dos Santos,81,Brazil,67.0,76.0,75.0
D. Machís,Darwin Daniel Machís Marcano,81,Venezuela,80.0,75.0,38.0
E. Tapsoba,Edmond Fayçal Tapsoba,81,Burkina Faso,52.0,63.0,83.0
M. Keane,Michael Keane,81,England,49.0,64.0,82.0
N. Nkoulou,Nicolas N'Koulou,81,Cameroon,44.0,64.0,82.0
A. Ljajić,Adem Ljajić,81,Serbia,75.0,80.0,37.0
Bruma,Armindo Tué Na Bangna,81,Portugal,71.0,73.0,34.0
Nuno Padrenda,Nuno Ailton Padrenda Mendes,81,Brazil,73.0,77.0,52.0
M. Almirón,Miguel Ángel Almirón Rejala,81,Paraguay,74.0,76.0,48.0
Laure Santeiro,Laureano Thomas Santeiro Marre,81,Brazil,72.0,77.0,26.0
M. Marega,Moussa Marega,81,Mali,81.0,63.0,42.0
Pablo Fornals,Pablo Fornals Malla,81,Spain,76.0,80.0,71.0
Dani Ceballos,Daniel Ceballos Fernández,81,Spain,67.0,79.0,68.0
Oswaldinato,Marvin Oswaldo Rangel Azevedo,81,Brazil,81.0,67.0,20.0
Welington Dano,Welington Kauê Dano Nascimento,81,Brazil,54.0,76.0,75.0
N. Mukiele,Nordi Mukiele Mulere,81,France,49.0,69.0,81.0
M. Dmitrović,Marko Dmitrović,81,Serbia,,,
Adryan Zonta,Adryan Juliano Zonta Torres,81,Brazil,66.0,75.0,72.0
D. Calvert-Lewin,Dominic Calvert-Lewin,81,England,78.0,64.0,39.0
J. Weigl,Julian Weigl,81,Germany,50.0,76.0,76.0
K. Phillips,Kalvin Phillips,81,England,65.0,77.0,79.0
H. Hateboer,Hans Hateboer,81,Netherlands,64.0,72.0,77.0
M. Lazzari,Manuel Lazzari,81,Italy,62.0,77.0,54.0
Cucurella,Marc Cucurella Saseta,81,Spain,67.0,78.0,73.0
J. Correa,Carlos Joaquín Correa,81,Argentina,75.0,77.0,39.0
J. Musso,Juan Agustín Musso,81,Argentina,,,
B. Kamara,Boubacar Bernard Kamara,81,France,51.0,72.0,80.0
Capa,Ander Capa Rodríguez,81,Spain,65.0,77.0,75.0
W. Benítez,Walter Daniel Benítez,81,Argentina,,,
H. Barnes,Harvey Lewis Barnes,81,England,77.0,76.0,45.0
Rui Silva,Rui Tiago Dantas da Silva,81,Portugal,,,
A. Schürrle,André Schürrle,81,Germany,82.0,74.0,36.0
O. Özyakup,Oğuzhan Özyakup,81,Turkey,76.0,83.0,59.0
Rubén Castro,Rubén Castro Martín,81,Spain,81.0,65.0,23.0
Moyá,Miguel Ángel Moyá Rumbo,81,Spain,,,
S. Eto'o,Samuel Eto'o Fils,81,Cameroon,82.0,74.0,37.0
R. Barkley,Ross Barkley,81,England,73.0,77.0,56.0
Lucas Pérez,Lucas Pérez Martínez,81,Spain,83.0,76.0,31.0
R. Pereyra,Roberto Maximiliano Pereyra,81,Argentina,66.0,80.0,67.0
M. Valbuena,Mathieu Valbuena,81,France,75.0,80.0,29.0
K. Boateng,Kevin-Prince Boateng,81,Ghana,79.0,78.0,73.0
D. Criscito,Domenico Criscito,81,Italy,61.0,78.0,79.0
D. Astori,Davide Astori,81,Italy,36.0,53.0,84.0
T. Heaton,Tom Heaton,81,England,,,
Manuel Fernandes,Manuel Henrique Tavares Fernandes,81,Portugal,76.0,79.0,66.0
F. Orellana,Fabián Ariel Orellana Valenzuela,81,Chile,73.0,76.0,32.0
L. Kurzawa,Layvin Kurzawa,81,France,69.0,77.0,79.0
Tiago,Tiago Cardoso Mendes,81,Portugal,68.0,78.0,68.0
M. Batshuayi,Michy Batshuayi Tunga,81,Belgium,80.0,59.0,27.0
O. Shatov,Oleg Shatov,81,Russia,74.0,77.0,48.0
Bruno Peres,Bruno da Silva Peres,81,Brazil,67.0,71.0,74.0
